STATION,STATION_NAME,ELEVATION,LATITUDE,LONGITUDE,DATE,PRCP,TMAX,TMIN,TOBS,WT11
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050416,0,167,94,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050417,0,150,94,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050418,0,161,78,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050419,0,172,100,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050420,0,156,89,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050421,0,200,89,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050422,0,233,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050423,3,167,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050424,0,172,111,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050425,0,161,94,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050426,0,211,100,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050427,13,183,111,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050428,0,211,100,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050429,114,172,106,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050430,0,172,111,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050501,0,178,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050502,0,172,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050503,0,172,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050504,91,183,133,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050505,41,178,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050506,0,178,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050507,0,189,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050508,86,172,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050509,0,167,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050510,0,178,106,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050511,0,189,106,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050512,0,183,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050513,0,172,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050514,0,172,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050515,5,183,139,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050516,0,172,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050517,0,172,111,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050518,76,189,144,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050519,36,183,133,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050520,0,183,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050521,0,206,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050522,0,200,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050523,0,211,106,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050524,0,217,111,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050525,0,161,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050526,0,172,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050527,0,150,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050528,0,167,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050529,0,178,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050530,0,206,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050531,0,183,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050601,0,222,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050602,0,194,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050603,0,183,111,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050604,0,178,100,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050605,0,172,100,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050606,0,156,100,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050607,0,167,100,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050608,170,156,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050609,25,178,133,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050610,0,178,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050611,0,194,111,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050612,0,211,111,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050613,0,233,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050614,0,189,106,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050615,0,167,100,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050616,38,178,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050617,0,183,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050618,0,194,133,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050619,0,194,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050620,0,183,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050621,0,189,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050622,0,189,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050623,0,189,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050624,0,183,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050625,0,189,133,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050626,3,167,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050627,0,167,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050628,0,183,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050629,3,183,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050630,0,189,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050701,0,183,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050702,0,172,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050703,0,178,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050704,0,200,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050705,0,156,111,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050706,3,189,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050707,0,172,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050708,0,194,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050709,3,178,139,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050710,0,206,139,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050711,0,222,133,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050712,0,233,139,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050713,0,200,133,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050714,0,189,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050715,0,189,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050716,0,233,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050717,0,194,144,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050718,0,189,133,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050719,0,194,144,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050720,0,189,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050721,0,189,139,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050722,0,200,150,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050723,0,278,139,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050724,0,189,139,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050725,0,172,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050726,0,183,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050727,0,172,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050728,0,183,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050729,0,183,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050730,0,194,133,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050731,0,189,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050801,0,189,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050802,0,172,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050803,0,194,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050804,0,178,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050805,0,172,111,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050806,0,172,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050807,0,172,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050808,0,167,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050809,0,189,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050810,0,178,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050811,0,189,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050812,0,200,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050813,0,161,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050814,0,172,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050815,3,189,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050816,0,189,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050817,0,161,111,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050818,0,178,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050819,0,161,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050820,0,161,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050821,0,161,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050822,0,183,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050823,0,183,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050824,0,189,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050825,0,183,133,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050826,0,178,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050827,0,206,111,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050828,0,194,111,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050829,0,222,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050830,0,267,150,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050831,0,272,133,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050901,0,189,133,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050902,0,161,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050903,0,161,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050904,0,167,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050905,0,161,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050906,0,206,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050907,0,167,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050908,0,156,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050909,0,189,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050910,0,167,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050911,0,200,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050912,0,172,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050913,0,161,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050914,0,161,111,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050915,0,156,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050916,0,156,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050917,0,183,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050918,0,167,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050919,0,200,111,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050920,0,278,100,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050921,0,161,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050922,0,211,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050923,0,161,106,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050924,0,161,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050925,0,233,111,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050926,0,272,111,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050927,0,183,133,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050928,0,189,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050929,0,244,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20050930,0,256,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051001,0,200,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051002,0,183,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051003,0,178,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051004,0,189,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051005,0,256,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051006,0,239,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051007,0,167,111,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051008,0,178,111,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051009,0,211,106,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051010,0,244,106,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051011,0,161,111,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051012,0,200,106,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051013,0,267,100,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051014,13,172,111,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051015,18,183,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051016,0,261,111,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051017,0,278,150,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051018,0,183,150,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051019,0,200,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051020,0,189,106,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051021,0,183,106,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051022,0,161,100,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051023,0,200,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051024,3,150,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051025,5,178,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051026,46,156,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051027,0,189,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051028,25,222,144,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051029,20,189,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051030,0,211,106,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051031,0,244,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051101,0,233,133,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051102,0,156,111,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051103,25,178,100,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051104,23,189,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051105,0,183,100,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051106,3,172,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051107,76,200,122,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051108,53,189,106,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051109,5,194,139,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051110,0,206,128,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051111,0,167,117,-9999,-9999
GHCND:USW00023272,SAN FRANCISCO DOWNTOWN CA US,53.3,37.76944,-122.43333,20051112,0,189,100,-9999,-9999
